customer_id,age,tenure_years,account_balance,credit_score,num_products,is_active,estimated_salary,complaints,support_tickets,mobile_logins_30d,overdraft_count_12m,churn
CUST01123,31,9,26537.36,731,2,0,65849.65,0,0,9,0,0
CUST01124,37,1,12122.74,473,2,1,66381.02,1,1,12,1,0
CUST01125,38,8,9227.66,629,1,1,78644.97,1,1,11,0,0
CUST01126,37,6,28485.68,598,4,1,78186.44,0,0,14,4,1
CUST01127,61,9,30564.36,668,3,0,51220.27,0,1,6,0,0
CUST01128,39,4,9535.42,683,1,0,117526.3,0,2,8,1,0
CUST01129,37,9,15666.42,643,2,0,89098.94,1,1,17,0,0
CUST01130,18,0,5397.24,639,2,0,40520.92,0,2,8,1,0
CUST01131,29,8,6825.28,746,3,0,57785.17,0,3,14,0,0
CUST01132,37,0,14663.61,677,2,1,12000.0,0,0,15,1,0
CUST01133,32,7,13678.15,654,1,0,55599.67,0,0,13,0,0
CUST01134,57,2,6469.43,663,2,1,91821.28,0,1,10,1,0
CUST01135,38,10,7808.9,815,1,1,116188.7,0,0,12,1,0
CUST01136,55,8,6010.22,666,2,0,52331.87,0,2,10,0,0
CUST01137,41,1,18794.04,604,2,1,62367.41,0,0,12,1,0
CUST01138,40,9,3054.19,478,2,0,68316.86,0,3,18,2,1
CUST01139,39,2,6256.13,521,1,1,98553.48,1,1,9,1,0
CUST01140,40,6,3303.69,608,2,1,33374.56,0,3,9,2,0
CUST01141,61,0,18292.85,640,2,1,113421.29,0,0,12,1,0
CUST01142,18,1,3456.29,600,1,0,48024.42,0,2,9,1,0
CUST01143,18,2,13681.46,682,1,0,29256.61,0,1,11,0,0
CUST01144,33,5,45690.38,599,1,0,48064.25,0,2,12,0,0
CUST01145,40,5,46867.3,568,3,1,37188.69,1,1,18,0,1
CUST01146,48,9,3448.07,705,2,0,64223.63,0,3,9,0,0
CUST01147,46,1,16710.74,773,2,1,18647.33,1,1,17,2,0
CUST01148,35,8,6363.1,550,2,0,58116.08,0,1,8,0,0
CUST01149,52,0,5459.69,672,3,1,69607.32,0,1,4,0,0
CUST01150,52,3,12269.82,479,2,1,87622.35,0,2,15,2,0
CUST01151,42,1,33564.3,517,1,0,69973.33,0,1,11,0,0
CUST01152,52,1,20946.86,597,1,1,86268.04,1,0,14,2,0
CUST01153,43,6,7813.78,752,1,1,41675.31,0,0,10,3,0
CUST01154,33,9,22669.5,580,3,1,63672.19,1,1,18,4,0
CUST01155,48,7,2482.99,577,2,1,12000.0,0,2,10,1,0
CUST01156,41,9,7595.34,653,2,1,52492.26,1,3,13,3,1
CUST01157,40,6,7201.76,653,2,1,63508.53,1,0,13,1,0
CUST01158,58,0,14167.99,579,3,1,65499.12,0,1,11,4,1
CUST01159,18,3,11474.46,829,4,1,20370.3,1,1,12,0,0
CUST01160,23,9,12014.83,626,2,0,46416.35,1,1,11,1,0
CUST01161,26,0,11718.93,660,1,0,49483.27,0,1,15,0,0
CUST01162,36,1,13586.14,614,1,1,45560.35,3,0,14,0,0
CUST01163,37,9,20032.24,690,2,1,70950.13,0,3,7,1,0
CUST01164,22,0,14943.0,761,2,0,50229.8,0,1,11,1,0
CUST01165,28,10,10793.9,800,2,1,57185.19,0,1,15,3,0
CUST01166,30,8,18057.41,581,1,1,44228.37,2,1,14,1,0
CUST01167,69,7,24824.66,749,2,1,78426.14,0,0,14,0,0
CUST01168,62,5,8804.17,699,2,0,80063.15,1,1,9,2,0
CUST01169,35,0,12777.59,738,1,1,48216.48,0,2,8,4,0
CUST01170,36,4,31934.11,642,3,0,117712.96,0,0,17,0,0
CUST01171,26,8,5842.59,633,2,1,38137.49,0,1,12,1,0
CUST01172,18,9,51716.21,734,1,0,77158.33,1,1,8,0,0
CUST01173,39,4,4893.36,736,1,0,34077.99,0,2,14,2,0
CUST01174,28,9,10311.1,791,2,0,72006.53,1,0,11,1,0
CUST01175,39,8,6550.9,668,2,0,70290.09,2,1,8,2,0
CUST01176,21,0,68936.79,640,1,1,32741.76,1,1,15,0,0
CUST01177,31,6,9158.96,429,2,1,52126.73,0,0,10,0,0
CUST01178,42,6,9176.21,505,2,0,96090.27,0,2,7,1,0
CUST01179,44,5,10116.66,615,1,1,37085.37,0,1,11,0,0
CUST01180,45,8,14352.83,551,2,0,63841.05,0,3,17,1,1
CUST01181,24,9,10442.81,723,2,0,62380.65,1,0,12,0,0
CUST01182,50,6,12092.43,532,1,0,54069.77,0,0,8,0,0
CUST01183,30,3,946.8,605,1,1,16915.13,2,0,12,0,1
CUST01184,48,10,13944.91,608,1,1,73229.75,1,1,12,2,0
CUST01185,40,10,13539.34,758,2,0,55255.56,0,1,11,1,0
CUST01186,23,7,29112.61,595,3,1,79284.6,2,3,13,1,0
CUST01187,36,7,35660.39,691,2,0,60098.68,0,3,12,1,0
CUST01188,44,1,11605.32,668,4,0,56418.32,0,0,10,0,0
CUST01189,47,4,24641.12,731,1,1,63195.9,0,2,8,0,0
CUST01190,38,2,5847.82,727,2,1,33274.32,0,0,8,1,0
CUST01191,58,5,23754.01,647,2,1,89278.34,0,0,11,1,0
CUST01192,52,9,8696.21,497,2,0,46740.88,0,3,15,0,0
CUST01193,37,2,5494.36,629,3,0,47023.65,0,0,8,1,0
CUST01194,49,10,11623.78,648,2,1,83430.52,0,1,15,2,0
CUST01195,63,1,38190.97,676,2,1,60441.53,0,1,15,0,0
CUST01196,64,1,15302.23,584,3,1,49798.1,0,1,17,1,0
CUST01197,25,10,41042.61,753,3,0,64104.04,0,2,14,1,0
CUST01198,29,1,7619.38,651,4,1,68771.65,0,2,15,0,0
CUST01199,58,8,29315.99,567,1,0,52396.53,0,0,13,2,0
CUST01200,27,8,8191.73,609,1,1,75291.26,1,0,4,3,0
CUST01201,24,3,15819.47,824,2,1,27047.8,1,2,17,1,0
CUST01202,34,0,15717.22,710,2,0,60759.82,0,0,13,0,0
CUST01203,45,3,21941.14,744,1,1,72605.93,0,3,14,0,0
CUST01204,39,0,16123.86,556,1,1,68679.49,0,2,13,1,0
CUST01205,32,7,7674.14,588,2,1,12000.0,0,0,13,1,0
CUST01206,32,9,25854.25,589,1,1,52214.96,0,2,11,0,0
CUST01207,31,10,48959.19,667,2,1,28291.19,0,3,6,1,0
CUST01208,29,8,8622.65,634,1,0,83286.98,1,2,15,0,0
CUST01209,67,8,3373.06,606,3,0,46405.17,0,0,15,1,0
CUST01210,44,9,19428.37,617,1,1,80843.48,0,1,10,2,0
CUST01211,51,8,10421.38,579,2,0,28225.04,0,0,7,1,0
CUST01212,34,7,12108.62,634,2,1,63594.14,1,2,11,0,0
CUST01213,38,10,20274.79,750,1,0,55174.69,0,3,10,2,0
CUST01214,31,3,9487.27,514,2,0,115809.52,0,0,18,3,0
CUST01215,18,4,10920.11,681,3,0,80914.41,0,2,15,0,0
CUST01216,23,9,12393.29,774,2,1,79505.45,1,0,9,0,0
CUST01217,18,3,40227.88,634,1,1,99611.77,0,1,13,1,1
CUST01218,18,3,13664.44,602,2,1,61242.89,0,1,9,1,1
CUST01219,26,1,5288.26,733,1,0,52810.86,0,1,13,2,0
CUST01220,56,3,5448.48,561,2,1,50302.47,0,2,9,1,0
CUST01221,39,6,14830.22,648,2,1,62211.97,0,2,18,3,0
CUST01222,55,9,5726.9,556,2,1,12000.0,0,1,13,1,0
CUST01223,45,1,4139.26,482,1,1,55051.18,0,2,15,1,0
CUST01224,49,7,21518.15,636,1,1,59989.41,1,0,11,1,0
CUST01225,29,8,22323.02,536,1,0,51571.29,1,2,13,0,0
CUST01226,46,9,10136.5,649,2,0,21320.03,0,1,6,0,0
CUST01227,49,8,16651.31,750,2,1,51703.6,1,3,12,0,0
CUST01228,33,1,15384.12,817,2,1,21258.62,0,3,7,0,0
CUST01229,47,5,20990.28,658,1,1,94022.67,0,1,14,0,0
CUST01230,47,10,21027.0,742,1,1,49338.3,0,1,7,0,0
CUST01231,33,9,1892.51,686,2,0,12000.0,0,0,10,1,0
CUST01232,27,6,11154.81,616,2,1,50456.76,0,0,15,0,0
CUST01233,26,10,19701.07,477,3,1,74698.76,0,1,8,0,0
CUST01234,41,7,9819.81,796,1,0,58873.72,0,2,9,1,0
CUST01235,44,0,13727.44,556,1,0,34895.17,0,0,12,0,0
CUST01236,30,10,23459.36,774,1,0,40078.54,0,0,9,2,0
CUST01237,40,1,14195.69,698,2,1,48689.36,1,2,12,0,0
CUST01238,47,4,41396.0,562,2,0,45327.4,0,0,6,0,0
CUST01239,47,2,31108.6,678,1,0,27289.54,0,2,10,2,0
CUST01240,59,7,12223.03,842,1,1,53512.85,1,0,14,1,0
CUST01241,55,0,11515.69,788,2,0,25657.85,2,0,13,1,0
CUST01242,28,7,1575.39,604,1,1,75878.99,1,0,11,0,1
CUST01243,60,9,10458.01,586,2,1,78564.33,0,2,6,1,0
CUST01244,34,8,4841.83,659,1,1,32929.88,2,1,12,0,0
CUST01245,53,3,15770.91,635,1,0,39233.83,1,0,17,0,0
CUST01246,41,9,14982.72,758,1,0,45694.0,2,0,9,4,1
CUST01247,35,3,22513.98,717,4,0,54306.61,0,0,16,1,0
CUST01248,18,7,38082.22,498,1,1,60650.65,0,1,13,0,0
CUST01249,38,5,13099.09,691,1,1,65187.16,1,0,20,1,0
CUST01250,21,0,73888.48,634,3,0,64673.88,1,1,7,2,0
CUST01251,52,0,15904.2,653,1,0,89185.04,0,0,12,0,1
CUST01252,58,2,5000.72,672,1,0,56328.01,0,0,14,2,1
CUST01253,30,10,8764.34,758,1,0,26345.41,0,0,8,1,0
CUST01254,44,10,10101.51,738,2,0,19598.01,0,0,17,0,0
CUST01255,31,4,20828.87,583,2,1,90987.31,0,1,12,0,0
CUST01256,32,10,6565.36,645,3,0,66212.43,1,0,15,1,0
CUST01257,49,0,10684.17,610,2,1,59541.95,0,1,8,1,1
CUST01258,40,10,11839.77,499,2,0,64878.25,0,1,10,2,0
CUST01259,61,2,9546.3,640,1,1,58525.92,0,0,15,0,1
CUST01260,34,0,24552.32,816,2,1,64530.16,0,1,11,0,0
CUST01261,52,8,21611.72,496,3,0,46803.05,1,0,16,1,0
CUST01262,41,4,32045.93,648,3,1,78214.32,0,2,13,2,0
CUST01263,50,3,10422.59,645,1,0,43452.96,0,0,10,0,0
CUST01264,35,8,32921.98,676,2,1,35127.68,0,0,10,0,0
CUST01265,39,3,4803.03,563,2,1,17801.42,0,1,12,2,0
CUST01266,39,8,4715.98,522,3,1,49770.06,0,0,13,1,0
CUST01267,30,2,5375.73,526,1,1,82885.06,0,3,9,2,1
CUST01268,48,0,13452.35,770,2,0,44938.3,1,1,8,1,0
CUST01269,48,3,32918.29,562,2,1,24671.95,0,2,14,0,0
CUST01270,47,6,8504.86,605,3,1,61266.22,0,0,11,1,0
CUST01271,58,2,9343.91,839,2,0,40676.51,1,2,11,0,1
CUST01272,57,1,11361.51,584,3,1,89061.88,0,1,9,0,0
CUST01273,36,8,20529.56,681,1,0,78641.15,0,1,7,0,0
CUST01274,44,5,9337.38,746,1,1,27040.31,0,0,13,0,0
CUST01275,33,4,8954.73,741,1,0,51174.32,0,1,9,2,0
CUST01276,40,2,4870.51,530,3,0,38384.03,0,0,7,1,0
CUST01277,33,0,8701.14,586,1,1,29468.9,0,0,13,0,0
CUST01278,59,0,32308.85,677,2,1,53769.44,0,2,12,0,0
CUST01279,44,7,14302.57,824,4,0,73001.12,1,1,6,0,0
CUST01280,37,0,7670.29,581,3,0,53202.44,0,0,8,0,1
CUST01281,54,2,33762.57,606,2,1,43644.67,0,0,7,1,1
CUST01282,18,10,8613.53,688,2,0,12000.0,0,1,9,0,0
CUST01283,18,3,38753.13,706,1,1,40352.06,0,0,10,1,0
CUST01284,50,8,38280.86,711,2,1,67139.7,1,1,10,2,1
CUST01285,41,3,13932.91,574,2,0,25477.3,0,2,7,0,1
CUST01286,43,10,4341.99,602,2,0,83216.37,0,1,13,1,0
CUST01287,24,9,74393.62,669,1,0,42160.03,0,0,4,2,0
CUST01288,40,5,17862.47,764,1,0,59261.84,0,4,19,1,0
CUST01289,64,7,10478.54,629,2,1,46218.94,1,0,13,2,0
CUST01290,50,4,27367.08,648,2,0,29121.03,1,2,14,0,0
CUST01291,42,10,22623.11,558,3,1,64686.51,2,0,12,0,0
CUST01292,35,3,35710.63,818,2,1,41843.72,0,1,7,0,0
CUST01293,35,9,8129.37,664,3,0,36673.31,1,3,10,0,0
CUST01294,18,6,16964.11,747,2,1,12000.0,0,2,11,1,0
CUST01295,43,7,5489.53,653,2,1,83659.11,0,0,12,2,0
CUST01296,50,3,22020.98,658,2,1,55135.27,0,1,16,0,0
CUST01297,21,9,13131.79,515,1,1,79344.53,2,0,12,0,0
CUST01298,32,8,16494.08,456,1,0,68644.23,0,0,11,1,0
CUST01299,26,8,11970.94,763,3,0,79341.51,1,0,12,2,0
CUST01300,28,8,11067.39,657,1,0,42588.81,0,1,15,3,0
CUST01301,41,1,6966.21,669,2,0,24805.98,2,2,12,1,0
CUST01302,18,9,24168.92,538,1,1,71779.24,0,1,14,1,1
CUST01303,47,9,40834.31,569,2,1,57864.37,0,1,10,2,0
CUST01304,49,2,8799.93,746,1,1,44739.94,0,2,9,0,0
CUST01305,37,10,20234.72,807,2,1,71339.69,0,0,13,2,0
CUST01306,18,5,18474.33,594,2,1,61778.87,0,4,17,0,0
CUST01307,28,3,13441.11,710,1,0,69056.65,1,1,12,0,0
CUST01308,55,2,4251.61,667,2,1,32507.32,0,0,13,2,0
CUST01309,18,4,5033.15,639,3,0,76507.56,0,1,12,1,0
CUST01310,36,0,7437.3,817,2,0,54898.13,0,1,13,0,0
CUST01311,26,7,2685.83,609,4,1,78867.14,0,0,11,0,0
CUST01312,50,7,38408.08,762,2,1,76301.57,0,0,15,3,0
CUST01313,32,7,17602.17,684,2,1,70098.56,0,1,7,2,0
CUST01314,45,6,13062.87,648,2,0,52555.22,0,1,16,2,0
CUST01315,47,3,2584.59,773,3,1,70610.52,0,0,8,1,0
CUST01316,62,7,3401.93,676,2,0,79437.28,1,1,13,2,0
CUST01317,38,9,13336.29,641,2,0,68348.12,0,4,13,0,0
CUST01318,45,0,58563.53,774,3,1,59457.14,0,0,16,1,0
CUST01319,22,4,7911.06,762,3,1,70660.67,0,1,16,0,0
CUST01320,54,10,25536.1,758,2,1,43434.5,0,1,11,3,0
CUST01321,31,9,9321.45,300,1,1,88307.77,1,2,11,1,0
CUST01322,33,10,13924.84,690,2,1,17999.8,0,0,6,0,0
CUST01323,40,2,33223.51,669,2,0,55756.86,0,2,13,0,0
CUST01324,21,5,10306.56,647,1,0,46068.93,1,2,15,1,0
CUST01325,43,1,7961.89,705,2,1,40900.38,0,0,11,0,0
CUST01326,52,9,38698.38,673,2,1,61714.31,0,1,19,0,0
CUST01327,44,5,13824.1,711,1,1,30239.54,1,1,9,0,0
CUST01328,21,2,30284.88,626,2,0,102342.51,2,1,16,1,0
CUST01329,39,0,7990.94,785,2,0,25253.68,0,1,15,1,0
CUST01330,49,8,38369.02,720,2,1,34072.1,1,0,20,0,0
CUST01331,18,8,16403.02,699,1,1,31994.96,0,1,16,0,0
CUST01332,27,9,18510.45,694,3,1,59366.96,0,1,8,3,0
CUST01333,51,10,14745.92,754,1,0,77319.97,0,0,15,2,0
CUST01334,43,8,9144.37,742,4,0,66572.15,0,0,11,0,0
CUST01335,45,8,13342.88,640,2,1,87391.57,1,0,7,0,0
CUST01336,62,8,9585.98,739,1,1,36800.1,0,0,8,1,0
CUST01337,46,10,27437.32,666,4,0,69491.87,0,0,11,0,0
CUST01338,48,5,11472.49,823,2,0,48322.19,0,1,19,1,0
CUST01339,73,8,4348.64,749,2,1,60017.63,0,1,8,0,0
CUST01340,37,9,3791.18,594,3,0,79390.98,0,2,12,0,0
CUST01341,30,1,3659.06,850,3,1,17770.05,2,1,10,1,0
CUST01342,45,7,21236.53,461,2,1,98802.19,0,2,14,1,0
CUST01343,45,3,5632.86,707,4,0,51804.63,0,1,15,1,0
CUST01344,34,1,16731.77,587,1,1,19654.19,0,0,8,1,1
CUST01345,28,1,14800.72,819,1,0,39757.35,3,0,13,0,0
CUST01346,68,1,12726.84,673,1,1,57250.72,0,0,11,2,0
CUST01347,44,9,18560.74,579,1,1,39752.33,0,0,9,1,0
CUST01348,31,8,15043.9,626,2,1,12000.0,0,3,8,1,0
CUST01349,51,1,1750.58,586,1,1,57129.58,0,2,11,2,0
CUST01350,39,6,10480.6,622,2,1,39121.51,3,2,21,0,0
CUST01351,37,7,18376.49,620,1,0,69325.08,1,3,10,2,0
CUST01352,47,5,45716.39,582,1,1,31495.48,0,0,9,1,1
CUST01353,24,6,47327.33,674,2,0,104753.65,0,0,9,0,0
CUST01354,44,9,4806.08,685,1,1,66299.84,0,1,11,1,0
CUST01355,63,5,10277.44,560,2,0,59329.48,0,1,12,0,0
CUST01356,46,7,4127.45,501,2,1,68708.72,0,3,7,3,0
CUST01357,35,6,41769.17,678,2,1,14926.73,1,1,12,0,0
CUST01358,34,4,28556.57,698,3,1,44066.92,0,2,6,3,0
CUST01359,35,9,17377.66,716,4,0,94226.46,0,2,10,2,0
CUST01360,37,4,15132.06,700,1,1,47957.08,0,4,7,1,0
CUST01361,35,8,37626.86,792,2,1,53617.83,1,0,14,0,0
CUST01362,51,6,33139.92,740,1,1,44737.01,0,3,9,3,0
CUST01363,19,7,31841.75,850,2,1,87219.18,1,2,6,0,0
CUST01364,50,8,18816.89,850,2,0,49618.05,1,2,11,3,0
CUST01365,35,8,10281.27,492,2,1,27459.62,2,0,9,0,0
CUST01366,45,6,23750.14,452,3,0,111733.93,0,1,18,0,0
CUST01367,26,6,24637.66,649,2,0,24749.48,0,4,9,0,0
CUST01368,56,5,11579.85,695,2,0,52857.63,0,1,19,1,0
CUST01369,55,3,10265.7,643,2,1,36480.53,0,1,10,1,0
CUST01370,52,7,31256.57,713,1,1,39564.78,0,0,9,0,0
CUST01371,22,9,46540.91,626,1,1,31683.69,0,1,9,1,0
CUST01372,50,7,7615.59,588,2,1,43120.17,0,0,9,0,0
CUST01373,45,8,10965.04,601,2,1,76648.73,1,2,11,0,0
CUST01374,21,9,17382.16,632,1,0,13156.3,0,1,16,0,0
CUST01375,40,4,19243.9,726,2,1,82737.77,0,0,13,2,0
CUST01376,44,0,9029.26,606,1,1,78944.76,0,0,13,0,0
CUST01377,47,3,54865.53,624,2,1,66199.3,0,0,11,0,0
CUST01378,42,8,18335.08,701,2,1,57775.75,0,1,14,1,0
CUST01379,43,8,19901.24,632,1,1,61086.06,1,1,5,0,1
CUST01380,58,5,49969.25,751,1,1,86315.07,0,0,14,3,1
CUST01381,55,8,9539.57,567,1,0,16592.74,0,0,18,1,0
CUST01382,18,0,12502.4,548,2,1,71000.37,1,1,15,1,0
CUST01383,36,7,5218.72,677,3,0,38584.22,0,2,15,0,0
CUST01384,38,7,11739.77,686,1,0,73166.45,0,0,7,1,0
CUST01385,19,5,4373.44,572,2,1,41500.79,0,3,8,3,0
CUST01386,41,7,23409.26,771,2,1,70551.14,0,0,15,1,0
CUST01387,55,5,18306.25,823,2,1,20933.32,0,0,8,2,0
CUST01388,27,5,10853.01,593,1,1,17763.38,0,0,8,0,0
CUST01389,44,6,12390.46,784,1,1,52512.62,0,1,14,1,0
CUST01390,29,8,23649.56,436,3,1,86581.66,1,0,12,0,0
CUST01391,32,2,5699.61,747,4,1,66798.26,0,0,11,0,0
CUST01392,58,3,15570.38,573,2,1,66640.52,0,2,12,3,0
CUST01393,33,4,22575.77,738,2,1,73924.26,0,1,9,0,0
CUST01394,46,2,3509.73,563,1,1,46266.52,1,0,8,1,0
CUST01395,18,3,22330.38,644,1,1,68436.47,1,3,11,1,0
CUST01396,62,3,3806.45,577,1,0,42247.19,0,2,12,0,1
CUST01397,47,3,12231.92,631,2,0,48091.67,1,1,10,1,0
CUST01398,38,4,5582.86,815,1,1,50823.31,1,0,16,2,0
CUST01399,47,5,39082.69,640,1,1,42998.39,0,0,6,3,0
CUST01400,23,7,5609.18,840,1,1,53546.89,0,2,12,1,0
CUST01401,54,3,3875.22,615,1,1,49399.72,0,0,13,0,1
CUST01402,36,9,14764.99,784,2,1,39431.37,0,2,12,0,0
CUST01403,38,5,9795.93,504,2,1,51906.76,0,2,13,1,0
CUST01404,34,7,4322.31,624,2,0,58415.85,0,0,4,0,0
CUST01405,33,1,19818.31,602,2,0,30802.99,2,0,16,3,0
CUST01406,48,1,3000.02,788,2,0,64184.04,0,3,9,2,1
CUST01407,43,4,6141.47,667,2,1,44139.04,0,1,17,0,0
CUST01408,48,4,8678.35,462,1,0,59360.48,0,0,15,1,0
CUST01409,40,5,24383.62,532,1,0,40363.46,0,3,11,2,1
CUST01410,46,1,35298.7,559,3,1,78110.9,1,1,15,2,0
CUST01411,35,5,30548.98,734,2,0,76034.55,0,0,14,0,0
CUST01412,67,7,11908.94,722,2,1,31913.45,0,2,17,2,0
CUST01413,21,8,2163.58,623,1,1,66549.98,0,1,8,1,0
CUST01414,55,2,17910.45,601,1,0,86817.97,1,2,17,2,0
CUST01415,56,3,40252.62,714,1,1,34140.07,0,1,18,0,0
CUST01416,30,5,33703.02,548,3,0,35883.0,0,3,9,1,1
CUST01417,67,5,18905.57,691,2,0,71171.31,1,1,6,0,0
CUST01418,52,8,5474.59,684,1,0,26242.07,0,0,11,0,0
CUST01419,52,4,9009.36,625,1,1,37894.72,0,1,14,1,1
CUST01420,40,7,56974.6,686,1,1,32677.36,0,0,14,0,0
CUST01421,37,9,4616.78,659,1,1,71444.65,0,0,15,0,0
CUST01422,37,3,5648.35,695,2,1,39766.55,0,2,14,1,0
CUST01423,45,9,27089.83,530,2,0,48738.73,0,0,15,0,0
CUST01424,57,3,9668.52,705,3,1,38536.87,0,1,16,1,0
CUST01425,42,3,5506.5,742,2,1,80267.3,0,0,9,0,0
CUST01426,29,7,42023.25,679,3,0,36093.49,1,2,10,0,0
CUST01427,50,6,18878.75,704,3,0,24032.8,0,2,12,2,1
CUST01428,51,6,10033.14,640,3,0,23170.57,0,2,9,1,0
CUST01429,48,2,5657.11,730,4,0,70260.51,0,1,13,0,0
CUST01430,49,1,62041.26,656,1,0,71849.03,1,3,6,3,1
CUST01431,37,9,13116.96,547,1,0,82468.2,2,2,9,1,1
CUST01432,29,9,38101.01,724,1,1,27258.59,0,2,10,1,0
CUST01433,30,9,26113.96,503,2,1,49913.33,0,2,7,2,0
CUST01434,20,5,9039.18,675,2,1,108400.59,0,1,9,2,0
CUST01435,43,9,9093.31,615,1,1,48349.03,0,1,14,0,0
CUST01436,39,5,39526.88,610,3,1,42605.01,0,1,6,0,0
CUST01437,35,0,40010.13,665,2,1,54537.79,1,1,17,1,0
CUST01438,18,2,3269.24,586,2,1,66658.92,0,1,10,0,0
CUST01439,25,2,20177.74,696,2,1,66291.13,0,1,17,2,0
CUST01440,53,4,12198.75,655,1,1,41482.51,0,0,15,1,0
CUST01441,32,10,6154.92,594,2,1,42129.22,0,1,7,0,0
CUST01442,44,3,16257.5,770,1,0,48477.88,0,2,9,1,0
CUST01443,23,6,4855.18,668,2,1,38938.09,0,1,10,1,0
CUST01444,57,2,9415.93,707,1,0,27835.21,0,1,10,0,0
CUST01445,38,7,7340.37,777,1,0,94774.93,0,1,15,0,0
CUST01446,43,6,9183.43,776,2,1,46047.66,1,2,18,2,0
CUST01447,68,1,12662.39,702,2,1,47294.65,1,0,8,2,0
CUST01448,58,5,6237.44,623,1,0,47980.09,0,1,11,1,1
CUST01449,36,1,43472.52,521,4,0,53228.78,0,1,11,0,0
CUST01450,33,9,19340.61,669,1,1,64564.71,0,3,15,0,0
CUST01451,36,7,51324.44,749,3,0,44765.78,0,0,13,0,0
CUST01452,46,10,11848.3,682,1,1,80065.78,1,2,17,1,0
CUST01453,39,9,8852.08,340,1,1,68151.95,0,1,9,0,0
CUST01454,35,2,49951.69,728,4,1,50800.23,0,1,16,3,0
CUST01455,58,7,8659.87,734,2,0,40342.84,0,1,14,1,0
CUST01456,39,1,11687.57,623,2,1,78868.38,0,1,15,1,0
CUST01457,68,10,22926.2,739,2,1,51435.07,0,1,12,0,0
CUST01458,41,8,5280.13,707,2,0,27659.47,0,1,12,1,0
CUST01459,61,7,22776.19,588,2,1,77463.42,1,0,9,0,0
CUST01460,44,10,20692.16,764,1,1,39020.77,0,4,6,0,0
CUST01461,52,9,34613.32,536,2,0,74107.02,0,2,13,0,0
CUST01462,31,9,26043.76,645,3,1,12000.0,0,0,9,2,0
CUST01463,30,1,35418.29,636,3,1,46889.42,1,0,23,0,1
CUST01464,46,0,12297.9,576,2,1,80519.31,0,1,16,0,1
CUST01465,52,10,6995.32,677,2,1,55112.88,0,1,13,1,0
CUST01466,40,2,65022.53,768,2,0,68158.98,0,0,11,1,0
CUST01467,25,4,4251.29,762,2,1,35157.52,1,1,18,1,0
CUST01468,24,0,4583.03,715,3,1,62649.51,0,3,7,0,0
CUST01469,23,6,20411.34,497,2,0,55082.55,0,2,17,0,0
CUST01470,19,9,45194.9,530,2,1,60353.35,2,0,14,0,0
CUST01471,41,9,15400.62,665,2,1,99864.16,0,0,14,2,0
CUST01472,54,6,28267.78,647,1,1,83700.97,0,1,17,0,0
CUST01473,40,7,2990.36,605,3,0,72423.85,0,2,15,0,0
CUST01474,18,5,9185.13,821,3,0,72701.62,0,1,13,1,0
CUST01475,38,4,3276.53,660,1,1,34998.57,0,0,13,2,0
CUST01476,38,6,23987.98,699,1,1,44632.96,1,0,18,0,0
CUST01477,65,10,4186.32,739,2,1,21283.2,1,1,15,0,0
CUST01478,23,2,5123.72,655,1,1,27069.12,0,0,16,0,0
CUST01479,35,5,19643.84,850,4,1,35496.26,0,1,12,0,0
CUST01480,60,6,29624.83,565,1,0,54359.26,0,0,18,3,0
CUST01481,45,6,11858.19,595,1,1,28049.81,0,2,12,0,0
CUST01482,47,0,20488.71,565,1,1,54138.26,1,3,13,0,0
CUST01483,41,3,19997.07,791,2,1,51611.35,0,1,13,1,0
CUST01484,44,7,11366.55,722,2,0,30046.97,0,4,13,3,1
CUST01485,49,7,5877.99,601,3,1,88562.91,0,2,15,1,0
CUST01486,30,8,20407.72,572,4,1,25860.43,0,0,9,1,0
CUST01487,51,10,21159.02,775,2,1,79581.15,0,0,12,0,0
CUST01488,24,7,26121.61,683,1,0,12000.0,0,0,16,1,0
CUST01489,44,6,16882.79,777,1,1,51870.87,0,0,14,1,0
CUST01490,42,3,5561.51,645,3,0,28652.25,0,0,8,0,0
CUST01491,33,4,22421.04,696,1,0,40602.0,2,1,9,2,0
CUST01492,40,9,13345.9,677,3,1,94823.4,1,0,11,1,0
CUST01493,33,5,9301.65,594,3,1,47366.71,1,1,6,0,1
CUST01494,27,7,10710.96,637,2,1,30699.93,0,2,13,0,0
CUST01495,36,1,7960.98,543,2,0,65727.99,0,1,12,0,1
CUST01496,27,1,26020.31,694,4,0,47173.57,2,0,14,0,0
CUST01497,44,2,4611.99,719,2,1,58315.69,0,1,12,1,0
CUST01498,26,2,6341.59,739,2,0,34882.0,0,2,13,0,0
CUST01499,49,6,10440.21,710,2,1,35965.24,1,2,15,1,0
CUST01500,26,7,44815.67,638,2,0,37671.02,0,2,14,2,1
CUST01501,33,6,29457.69,790,2,0,72565.53,0,1,13,0,0
CUST01502,33,3,3902.49,730,3,1,50009.75,0,1,12,1,0
CUST01503,56,6,36809.47,775,2,0,31938.27,0,0,11,0,0
CUST01504,44,1,36756.31,781,2,1,58560.03,2,3,9,2,1
CUST01505,37,5,5538.58,639,1,1,56748.55,1,0,20,2,0
CUST01506,46,1,2016.07,685,3,0,67619.26,0,0,11,2,0
CUST01507,18,0,12655.33,720,2,1,44400.37,0,0,12,1,0
CUST01508,39,1,31002.35,547,2,1,53293.43,0,0,10,2,0
